DW_CLIENTE;customerKey;customer;address_number;business_family;business_unit;customer_type;division;line_of_business;phone;region_code;regional_sales_Mgr;search_type
50d6913523776121fcb9161265d01bfa0abce3f1073439daa9a8e3665d8e5ee2;10004516;Besicorp Shop;10004516;R3;1;G1;1;M1;816-455-8733;5;S19;C
e85de3fb105fe8fccd5682814fb05be766b98c23bae07a42b48473be50fb0973;10015267;Helfand Store;10015267;R3;1;G1;1;M1;816-455-8733;5;S19;C
ba30665a3d3c80b386c892c66d945f2ca824a9713ad14add52a1197e73bb7095;10015495;Hennings;10015495;R3;1;G2;2;M1;816-455-8733;4;S16;C
92ee26b4094576fe2c642840cfe7267f06d36ae5ebae10c5d5a9915606609b5e;10002969;activeDesign Shop;10002969;R3;1;G2;2;Não Informado;816-455-8733;3;S1;C
fb6e4d746751f2921af969674635697843fcd72fbd89215df62368fbf173dc9d;10020864;One Store;10020864;R2;1;G2;1;Não Informado;816-455-8733;5;S1;C
3d73bd303e32f41a714c03d488408735ad1b125fe3778fa01fbea476fdd9cccb;10025238;Team Supermarket;10025238;R3;1;G2;2;Não Informado;816-455-8733;1;S4;C
024491b77818676290fabc3fc796a788f492fed0b460b92ef4e27fb13d45d8a0;10016784;IBEX Shop;10016784;R2;1;G2;2;Não Informado;816-455-8733;4;S5;C
c58a42e8d7f04d92275a2a88fce4b17a25d194cf0609bf560d1179abb69b8368;10014803;HCHS Shop;10014803;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
1b0a144647c2eefc7098046fbc635dbd51aaf2fea01f30123dd46101a9ce50a2;10018363;Jones Stores;10018363;R3;1;G1;1;M1;816-455-8733;5;S18;C
00e710a6e39704a774774df3f6f49f860a560752f0b61d55204cf9ea568d233c;10010855;ECI Supermarket;10010855;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
48f9f219074112f58db2223f2bf3c30fb058df45228d77a7eb494c0c7d477ab1;10025791;Valley Market;10025791;R3;1;G2;2;M1;816-455-8733;1;S16;C
30de3835a25dcafabb1801db5e3b88aa6ad2d4356890051afb761efc76b93f0c;10025049;Tao Store;10025049;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
e45c3a638900fc9d531fe4a0b4e910766b5ffe0f724d9c70bda45f9b1b2a033f;10021145;Pacel Shop;10021145;R2;1;G2;2;Não Informado;816-455-8733;2;S5;C
fcc7362e4611ccac4ec0c706d8c7f276e6f6f917cc4472c33f5b90eb09f6bba8;10006917;Borden Supermarket;10006917;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
a5538a87344980c858155fe399a58ea31f2884638dbba3d843ed177d2547ea7b;10011052;Elucidex Shop;10011052;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
d863aaac1dc98e37131cb5141b62410ba5d77d6384bbc4333fada0118b2cf10d;10018644;Kabbalah Shop;10018644;R3;1;G2;2;M1;816-455-8733;4;S16;C
2e353e3df8c74ea88265aaaf693890cb8b171513f627827a4ae070239b0dca8c;10006916;Boott Store;10006916;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
36ea539935418dfd8a46821fec1c6acef9bc2664e0cbf6729636c8fda64bc7ef;10016564;Home Market;10016564;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
c5734f394d4d9cb6c7b0cc042b63da6c756bdb579446b0908c0853071d57dd8a;10000462;a2i Shop;10000462;R3;1;G2;2;Não Informado;816-455-8733;4;S1;C
285e38224e9026ecd3541e7712d8dcd8b6fb7d065e71949d47b3765003f31f09;10000601;Radio Market;10000601;R2;1;G2;2;Não Informado;816-455-8733;2;S5;C
4e54b4bc902cd5d4ba2994b9f27ab090a954f23dbf971967d78e9719ef117944;10000471;Aadast Shop;10000471;R3;1;G1;1;M1;816-455-8733;5;S19;C
de31f35a4ba54985b71eb7a545878d1001c003315240bfbcbce2f16d1fefbb87;10009639;Data Supermarket;10009639;R3;1;G1;1;M1;816-455-8733;5;S19;C
be58054b533c428a8aa72ab617967017ea95979977d95843f0f4299345968e0c;10002114;Accel Supermarket;10002114;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
f6c6682a6efda3ef2d50839a13c23a4fdfbb32cc672c5cb934eb4aa64c0eb9fe;10015789;hesketh.com Shop;10015789;R3;1;G1;1;M1;816-455-8733;5;S19;C
5c51bac87b2866d38d6ef4141f82c275b8569059f8761611ae3244c6ac447eec;10016807;Ibis Shop;10016807;R3;1;G2;2;M1;816-455-8733;4;S16;C
6fd7ab2ac9579cf8de1801f5f40c1110a8efb2a13cd20a510c63073ff11cfe74;10008602;Caprica Supermarket;10008602;R3;1;G2;2;Não Informado;816-455-8733;3;S1;C
f3500b64c673ec9c897fe7a7abbf44c437127da07a6eafe064190ada9b994953;10009863;Deere Store;10009863;R3;1;G1;1;M1;816-455-8733;5;S19;C
089609fe2ea5840cf55367627ee2e57b6ed0a18f9e0e6bae57f20052d935ffcc;10024022;Screen Supermarket;10024022;R1;1;G2;2;Não Informado;816-455-8733;1;S20;C
feee314a9d80633a09647af6309e7ef8d7a6a79c053ce45b71fc1c0bd941d105;10003749;Associates Shop;10003749;R3;1;G1;1;M1;816-455-8733;5;S19;C
33f748c945576b0b6e5a90e2681b79753d32c45a08870da110ed589b4db65709;10000453;A Supermarket;10000453;R3;1;G1;1;Não Informado;816-455-8733;5;S19;C
921a7fdd6135901ac2a549eb4b828c2b27e27a22a36ffef3f2fc44d3aacf9be1;10019066;KENROB Megaplace;10019066;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
71e81cb0ec8c6eda12290c19314f4424e42dc8501ee20416545f5339f9c620a7;10023760;SataMine Shop;10023760;R3;1;G2;2;Não Informado;816-455-8733;3;S1;C
fe28870837ae92e4906f44fc91c598256bf57b134be9e8520c8610d2334379ad;10009606;Champs Gigaplace;10009606;R3;1;G1;1;M1;816-455-8733;5;S19;C
899f68f53603c562afd7a05cc3bd97ab5206232b93e18e1aa78369b4fecfc0bb;10020281;Mb Market;10020281;R3;1;G1;1;M1;816-455-8733;5;S16;C
9313398bbc5ac66ac7d90b080bbbd02e52eca00888c714eb35cdf950e7c50cee;10023471;Road Warriors;10023471;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
3164b9f77df7a152efc29e63b3a1c9aaac2e99b66ce931575562f9f4cd6d272c;10009676;Pereras;10009676;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
6593545f746b4e0f8b521b5ec303be642c037e41f4decea6d56ceddecf04bc49;10023516;SAIC Supermarket;10023516;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
16406d93ed478dc64b22e92a56efb4278ad4bff43adc51e45406c195b49bbfd4;10024942;Tag Supermarket;10024942;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
236c4d8a849d98313c609d628c0508fa31990d6161ccc93c2789234613b528f1;10005376;Bibb Store;10005376;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
d28c2b8458d66ffc847773a3e2461c72ea6c3dee58bc15e2db75518a0a3becc7;10002709;Active Store;10002709;R3;1;G2;2;Não Informado;816-455-8733;1;S1;C
83d2dab8ed9df32344eed1555f1bbf4457e08be78196f41f0fc14d268f283886;10005922;Big Supermarket;10005922;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
056f72f44694517df91d64b2098a6ba50f178a8e86a84478b4a5b0830ab49b88;10025063;Taroch Mexistore;10025063;R3;1;G1;1;M1;816-455-8733;5;S19;C
a3d15f2a6bc5bf3df212462d014a89493ff75e6124a9da96aa21553145eeb706;10024743;Stone Supermarket;10024743;R3;1;G2;2;Não Informado;816-455-8733;1;S1;C
590ccd130237bfc0f87c0e95c856f00cb816318cd48caee0c08f724000f20f50;10023212;Reuters Supermarket;10023212;R3;1;G2;2;Não Informado;816-455-8733;1;S1;C
2071d91369541ae0630ab4bcbfcda53c3d30bf6f0b9b5933bbd0ea614976fd8e;10018580;K Supermarket;10018580;R2;1;G2;2;Não Informado;816-455-8733;2;S1;C
726c7bf83b9d76c482ccc6838fec5d4d48c506feac17d4b74cbfcaafc2db4343;10003554;Ad Supermarket;10003554;R3;1;G1;1;M1;816-455-8733;5;S19;C
be26a0c498a468bfa6658db17aade0ce16d9df6804b2450d09009bf088a0f512;10013127;Garbee Supermarket;10013127;R3;1;G3;1;M1;816-455-8733;5;S5;C
5fd9716c000af3ff4e3b0f19de73959c26c954c4b979898033d7348baf55ae2c;10025158;Taskers Supermarket;10025158;R3;1;G1;1;M1;816-455-8733;5;S19;C
471a4732f26c76ce494b1fdc4b8e9773048fa31f49d9c8088084e6648d56b8cc;10007120;Brinco Store;10007120;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
26ee51ab6a639d06d16aefdafaa5018999667c629084c8de94a100cd0bdaf425;10010970;EDP Shop;10010970;R3;1;G2;2;Não Informado;816-455-8733;2;S1;C
adf918fe788c24bbbc03bd0fc13409961a778418d7dbc8ffffb6d9352340c0c2;10022725;Razorfish Shop;10022725;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
ead56a463f3c8b15c2160aff20256d5f60b1dace6921bce5208193c827995033;10025023;TAL Store;10025023;R3;1;G3;1;Não Informado;816-455-8733;0;S5;C
74a214b0c1f98685beb42c768aa9f0d0b9bf07f5078f6597927f8f98ceb0ace8;10006836;Biz-comm Shop;10006836;R3;1;G1;1;M1;816-455-8733;5;S16;C
38abbcbc0e1af033f02375f8b176820b2704d9061f1e7a1f575153ffa7bb0fb8;10002136;AccessWare Shop;10002136;R3;1;G1;1;M1;816-455-8733;5;S20;C
0fd411af0cbf2b6e1b1a75b1be656cb82569e0203f8ccd304c1b270ff0fabf8f;10019665;Labatt Supermarket;10019665;R3;1;G2;2;M1;816-455-8733;4;S16;C
fd691117fe4adcd447dacdd9de0d7dd476e1085645f04595f8e550435bf6b88c;10015956;Hidden Market;10015956;R3;1;G2;1;Não Informado;816-455-8733;5;S9;C
030552bb96710e772b23c3dbe9dd32d81448a74e836645159af249686f37a9c6;10023785;Satyam Shop;10023785;R2;1;G2;2;Não Informado;816-455-8733;4;S5;C
6f2e526816a01281e117761030656a50d3d8df8cff49678dd1ba17b8fde9e8fb;10009657;DC-Works Shop;10009657;R3;1;G2;2;Não Informado;816-455-8733;3;S16;C
231dbbeb1fd018fc1ec28078acfdcc8d6b75eeaf629ee527f08aaa942e0bd570;10002155;ACES Supermarket;10002155;R3;1;G1;1;M1;816-455-8733;5;S18;C
c2e5680efd755938441dc0c60d986d260e158f6ad5661a76bbc8c88821507523;10021242;Page Store;10021242;R3;1;G3;1;Não Informado;816-455-8733;5;S17;C
ffb2e06ec45ae5ccb7fbcdc0179afd77674928056986a20e7c5f2457b98fd16b;10015793;Hetrick Supermarket;10015793;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
fa7f6a458be77c2e3149256e680c47806f4b873b084e1024d1612bc81ef9f5a2;10021231;Packard Supermarket;10021231;R2;1;G2;2;Não Informado;816-455-8733;4;S9;C
439f1c8f17b3f5a14ffac3badbf7ae0f34acfeaf02f8e6e640805afd5e461fb8;10026336;WBM Store;10026336;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
0d0ce13b2b067be4ac1f7cc89f29bb85426df8bb6cc0d2498cb7581995b4efd7;10007123;C Supermarket;10007123;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
ec78e52c100c2b56c11e21cc23566fc78a5b63676cdec3895881a00d902831f9;10026299;Watcom Maxistore;10026299;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
d7fe91c4dc60b42c7b474d727c7715437c271381063f508c7006fa9647aca900;10022431;R&J Shop;10022431;R2;1;G2;2;Não Informado;816-455-8733;3;S11;C
b9be5919e3c499e9366e4a0c350ebb616b0bbda138dbdf99012bac1a8b217286;10006977;Brazilian Supermarket;10006977;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
88a28f81ea1d43ac2864de4ef90a83d52fd730bed59d0d3d75926c4a26e9ccaa;10026081;Ventana Maxistore;10026081;O2;1;G1;1;Não Informado;816-455-8733;5;S1;C
1ded3e0c0bb39853574881fcbb441320f963c08b417a3c3377ba35458c0b98fe;10020227;MaxBan Shop;10020227;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
b2bc3db557d9cdfd08ed365fae384e829f68e22618206c9dabc6389bab259414;10025086;Tartanchase Shop;10025086;O2;1;G1;1;Não Informado;816-455-8733;5;S1;C
879c87b9254e0c7660022360ae81ed7b41c24436db420067b6b0fd3e58c40265;10009631;Clearout Shop;10009631;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
4c1aa39e29d00fa4edd517b4732d9ffc1a4ef7d64b00bcd2b6fabc79855be42e;10010882;EDA Supermarket;10010882;R3;1;G2;1;Não Informado;816-455-8733;5;S16;I
85b24005aaf9ce74d3053c1a5cae726f5b98a3736a62cba60bb7445d83b6be05;10012234;Filmotype Shop;10012234;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
caf6db90bcbe80b98f8c393d07a941094c71448b5d697af3ab6d124ccd3b1eaa;10020393;Minneapolis Supermarket;10020393;R3;1;G2;2;Não Informado;816-455-8733;1;S1;C
223abe22d13dbf597883ff72d4cba93674856a186e12c78110c07a9a72e32a51;10025247;Telesat Supermarket;10025247;R2;1;G2;2;Não Informado;816-455-8733;3;S5;C
f9dbfa7805993e5f2f8dbb8656c227daa40e0e6bd15490da1af150d97d4629f8;10018868;Karickal Store;10018868;R3;1;G1;1;M1;816-455-8733;5;S19;C
3906331dafdfd226e2c8e7e4c9b59c2c1ce732fdebe89d809500488f381c0241;10025024;Talarians;10025024;O2;1;G2;1;Não Informado;816-455-8733;5;S12;C
3db856a22871aded611a6079812b0eb910e6ba1faec6b68bec633cef333d2bda;10022423;Qwest Shop;10022423;R2;1;G2;2;Não Informado;816-455-8733;4;S5;C
2781f3f09a2f55f632460e92b8cd09203e4e5f0ea735a0075e53754dd0e4b542;10023022;Renaissance Supermarket;10023022;R2;1;G3;1;Não Informado;816-455-8733;0;S8;C
9de71f9a011f48d9d628069bc8a7344322a6ed0893ed4435a8d05bb5b36144d3;10010698;Earth Shop;10010698;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
e224a150eb1587afc4776f4918e35435f9bfa938e7a73c4908d333aef1b113fd;10026055;Dellovade, Supermarket;10026055;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
ee65fd9cceaf0be34f117510c308679f5301c0fdcd8456984d586d10609a3b86;10009623;Chas Market;10009623;R3;1;G2;2;Não Informado;816-455-8733;2;S16;I
5c65e1637ca40183421348d1f952e2bdb62cb375a8ab3bcb7ba87ae23e4d658a;10003882;Beech Supermarket;10003882;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
5f4ff407d3fa092bac7c85ef42c78274bdbf7b0f4a519c1004a44cf31182871d;10018129;J.M. Market;10018129;R3;1;G1;1;M1;816-455-8733;5;S19;C
986d1ecd14f2fbda8e4e27691b82cd90ed5f4e0518472e52a18933974658c8fb;10025288;Transylvania Supermarket;10025288;R3;1;G1;1;M1;816-455-8733;5;S19;C
1ec015f79d9a6684704b0a6e1730eca524954f69188f342e9e40028f6abf7208;10020332;Medics Shop;10020332;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
22d4bb4f34e745a10c209666fb7d6dbb7a0222a5017f5175fa878d8e9f5595df;10015253;Hekimian Store;10015253;R3;1;G3;1;Não Informado;816-455-8733;5;S8;C
f92674581770930fd0a6c1640d6d0fa55c94e7ceb710118e509ee79738af26b9;10018628;K.C. Supermarket;10018628;R2;1;G2;2;Não Informado;816-455-8733;1;S5;C
5e8cd5b03e10b6916f60adf20df08856b69e728633d551feeb4873c3aee44f8d;10026606;Xilinix Midstore;10026606;O2;1;G2;2;Não Informado;816-455-8733;4;S12;C
2f9277dd5378a33edf89c662d93d0cc502fd8ba96faf0abb2c610a0b0f4843c5;10019897;Livermore Store;10019897;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
a7115afbb8eac016e403597450d29bd41f971ff66b2f73aa2d995443efa510c4;10018352;Johnson Store;10018352;R3;1;G3;1;Não Informado;816-455-8733;5;S5;C
55dbad89e7aea426ec415f88e21a75beec9d56db8a92ed6de15eb96a38c8b819;10024924;T.M. Store;10024924;R3;1;G1;1;M1;816-455-8733;5;S16;C
50a1ce28a6a732767e5c9d0329e9a46e505f482f7e0f11db91b1ca2619f12633;10025251;Time Supermarket;10025251;R2;1;G2;2;Não Informado;816-455-8733;4;S5;C
8fa5b495ef14c74de4c724c48695a74eb662833c22c71ba6976680e49b32d84e;10022252;Quantum Supermarket;10022252;R3;1;G2;2;Não Informado;816-455-8733;4;S9;C
e0f3e973639386c4b50e6a184e897c7258dcb998f5a10af1c2838bacdeca1dd9;10025252;Times Store;10025252;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
0aa5d6511015d760c8a52d30aa2b09fce8795f4b92b541da444a0ed2f21e4cd8;10019150;Kentucky Supermarket;10019150;O2;1;G2;2;Não Informado;816-455-8733;2;S12;C
90dd70af971ecfc56d2fe4ba2004b5b76b99902ca983bbf8e9345bd78eb07565;10021222;Pacifico's;10021222;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
7d20f6cbfff418a717870d0fd9da6264d52004da40aaffceb575c3d5ba43d3c3;10026355;We Market;10026355;R3;1;G2;2;Não Informado;816-455-8733;1;S3;C
b5c7bebf7fa1dce2be2b9f0a080f6fa2aad2ad3a9f783ea437608f40cbaa5112;10009985;E Supermarket;10009985;R3;1;G2;2;M1;816-455-8733;1;S16;C
1106862945506e4a4d26f14353274b7d5b5d29c864a0957096fbbb3bfc637ae3;10022450;R2J2 Shop;10022450;R3;1;G2;2;M1;816-455-8733;4;S16;C
78e5263f4c02ebf28c385236cfc756815d2ba49d73b2ce436fbb288f60cc4b8d;10001818;Acc Supermarket;10001818;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
0b9e5c9631719f1d7349c35eda62aa9c2ae01c7f86435149cf7480874701f158;10027370;Zeroo Gigastore;10027370;R3;1;G1;1;M1;816-455-8733;5;S19;C
46f7edb5a4cf2088967aa3e95739854364f55faac269fa88dc5511ed0d12c2cf;10019109;KentISP Shop;10019109;O2;1;G2;2;Não Informado;816-455-8733;1;S12;C
50a53f1c04375f2f6ef1bcc0aa8be633264cae51dce7d90ff9a11fd79a9153a8;10011355;Enterprises Shop;10011355;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
80fb3b4b8f1274eb4e0b70c238dd55b840f67ddde8ddfa9a9a5323fb2caf2383;10000473;Aaron Supermarket;10000473;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
ddd5bf8bb4d9665d971745e622118e8b742bbafd1db47e1742a4987478f42c04;10021668;Pathlight Market;10021668;R3;1;G2;2;Não Informado;816-455-8733;4;S1;C
ce00a234d6427fe96a03c8528db4ef3da7361d2c2bd6095cb9e0aee2dffdd211;10009647;Dayton Supermarket;10009647;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
678bafe6b305165eadca532d3cd763345cf7bae42a273ca477321fb70629ea29;10025039;Tandy Superstore;10025039;R1;1;G2;2;Não Informado;816-455-8733;4;S11;C
e1be3fb4329a9890b37d544d672154639fcf2003b96126509161de38b50aadce;10026522;XCOM Shop;10026522;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
d232a80fa04c32258ae2db8b23f509657585a847199ec5fc602c03a98e8e0b09;10000501;Absolute Supermarket;10000501;R3;1;G3;1;Não Informado;816-455-8733;5;S5;C
6d5478cd480d81e89daaf39e8a123780939f5c4d56306c0c7edf96dbd02d99eb;10013341;Gatierf Supermarket;10013341;R2;1;G2;1;Não Informado;816-455-8733;5;S2;C
fa80c7e8dc862a16e99d48721c05ff7dbf916fd0c00525af9806c2dcaf03c0cc;10017054;Icon Market;10017054;R3;1;G2;2;Não Informado;816-455-8733;4;S1;C
e0f1cdd14125d23b8547e12f740107344888ad492f9ba5767f427ba582978fd2;10022167;Quallaby Megaplace;10022167;R3;1;G1;1;M1;816-455-8733;5;S16;C
ff1a5d17b694d99b60e436368f12324f281734019d3ff94d8490ccd81454750f;10012369;Finest Supermarket;10012369;R3;1;G2;1;Não Informado;816-455-8733;5;S4;C
e68c02c9692d1e9c1fc48dd5e4bee13e46a2726e8c22b6c1eb457bec8b210d68;10002142;AccuCom Shop;10002142;R2;1;G2;1;Não Informado;816-455-8733;5;S5;C
315c6f1ae7302fb9c93d2b13aa2f693c24ff68e1dc154922f81020f4aacfc1b0;10013061;Gammel Group;10013061;R3;1;G3;1;Não Informado;816-455-8733;5;S5;C
5b1df218fc747ee1fcb624c669cc6ff03bcf4033b6d321a8f49e3b3699b9da84;10025249;Texasgulf Market;10025249;R1;1;G2;2;Não Informado;816-455-8733;2;S11;C
9123028f8aa91ae709719666c0d45116c52476bb2bb629fc8a9093783004437e;10002153;Ace Market;10002153;R2;1;G2;1;Não Informado;816-455-8733;5;S5;C
a2c01fd07b62676e333d8f7444ad41f8961a46b7a5096d3cd3a9f619db495684;10011981;FIBERWORKS Shop;10011981;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
7eee80852767541bfcfd6352385aa69b536e2b862c2c5e2500979c2fabb0181f;10025246;TECC Shop;10025246;R3;1;G3;1;Não Informado;816-455-8733;0;S5;C
78f60342fcbb87d2b881e94dad7cf1d79e1ad533c7d9316c533ee94d73741605;10000497;Abplus Shop;10000497;R3;1;G1;1;Não Informado;816-455-8733;5;S16;C
6b0a7a67c66600e35e67eece1ba825372a86cc32a531bada230d6a02aace01d5;10026291;Warsun Supermarket;10026291;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
e85df7d9357bbc3a9a3525483e660c43650c1ad0b32a58ab5fc956d308576fde;10025814;Valpatken Shop;10025814;R3;1;G2;2;Não Informado;816-455-8733;2;S1;C
73d097cb2015b16660885fae76601963b0d4b5b7c5eeb7da21e3e4631041bf01;10006862;BL Supermarket;10006862;R3;1;G2;2;Não Informado;816-455-8733;2;S1;C
b1afec3c5e1914cded8c869ba9b0ce4fc8ab01f51e930eb3ecd144e3c564a3cc;10020192;MATRIX Shop;10020192;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
aee1c1a6c8bf6aad4bd5c309397d58ad5cd4e810d540c08ecf2e9eb64e2e4d2c;10019678;Laker Market;10019678;R3;1;G2;2;Não Informado;816-455-8733;1;S16;C
e4bdfaa9f1a7082820fa29023c2055135b5f4bc9a9b9c1548b85d13dad8a31ea;10022240;Quantum Supermarket;10022240;R3;1;G3;1;Não Informado;816-455-8733;0;S5;C
a7bded717b83b2a3b2c13c358726616f2d4f2c5afcf48169e0852b33edc88377;10013312;Gate9th Shop;10013312;R2;1;G2;1;Não Informado;816-455-8733;5;S9;C
a71bdd5b112a603ee9a718f19dbeea704874edc401bef5ef79d7f389b432e617;10020080;Lucky Shop;10020080;O2;1;G2;1;Não Informado;816-455-8733;5;S12;C
cee47cab05577891dcb2c53423912460b7047f0a05f6525b661d2728e4369d51;10002140;Accton Shop;10002140;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
713a0e5702b7c12effd075ca8670ccf52cc6bbdb2147bb0e5006b9bc3ecbb98e;10003795;Bechtel Supermarket;10003795;R3;1;G2;2;Não Informado;816-455-8733;2;S16;C
0282217fd6cef5de018abff4c8d0c591670f50608c168819e592e6c7c49c0230;10014540;HarveyOpolis Shop;10014540;R3;1;G1;1;M1;816-455-8733;5;S16;C
31960a28a727743deb1ceaa32880ae287ff4afa29ae29e92b3cc84979daee002;10025022;Take Supermarket;10025022;R3;1;G1;1;M1;816-455-8733;5;S19;C
96f84e33ad0b2bd3c6e7a2764058745248c55b0d71fdc1f2d622aeaa1cb519ce;10025289;Tredegar Market;10025289;R3;1;G2;2;Não Informado;816-455-8733;1;S4;C
277df3c311cd816f5d91c0046dd2a0e87726628a8e45001f273b7f6256e89aaf;10007577;Cam-Built Supermarket;10007577;R3;1;G2;2;Não Informado;816-455-8733;3;S1;C
f4239c242065aa548dd111b1f2792e5b6306fddc550fd644b832a75abc2e237a;10012600;FireTrans Shop;10012600;R3;1;G2;1;Não Informado;816-455-8733;5;S4;C
bd1d20010936a0fd64b8a9fe1fbc9eb8bdb2b69b26bd9c8eac526408c3833cf9;10013472;GE Market;10013472;R3;1;G2;2;Não Informado;816-455-8733;4;S9;C
f4ee8a223190a83f4722d130adec65d57b4e8f4579e63452051380a077396994;10005099;BF Supermarket;10005099;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
513554075cb96b21dea51d1116c98987520cd8f2ec1e6cb116e760d2c295272e;10021203;Pacific Market;10021203;O2;1;G2;2;Não Informado;816-455-8733;1;S12;C
607f341668abd66be00baaf42ddbdcc4b4cb35bc427bf79da1c07df44a29593d;10023715;Diss Gigastore;10023715;R3;1;G2;2;M1;816-455-8733;4;S16;C
63ebe55a21ac36188ab8a406397ad3b3863546651548c90b5676615fd2b20916;10014779;HBO Supermarket;10014779;R3;1;G2;2;Não Informado;816-455-8733;3;S16;C
562770fabf89139a7de6136c0c08df569471c81f208478453786a00e3482515f;10002137;Accidental Shop;10002137;R3;1;G2;1;Não Informado;816-455-8733;5;S16;C
a045befa30c491ac06999f2d9b15ed2d2d2d69d3a96d99390a07c600556c157b;10026023;VEI Shop;10026023;R3;1;G2;1;Não Informado;816-455-8733;5;S15;C
5a8a97a2f45a9ced74cdfea8c49e68d6dcf18d01ccf13db098877b2687d5ead3;10021179;Pacific Store;10021179;R3;1;G2;2;Não Informado;816-455-8733;1;S4;C
2479cd775eb9fba65fd5921064acb7166da0cc2bc48b0235da804a6284d3f5d9;10011018;Eloi Supermarket;10011018;R3;1;G2;1;Não Informado;816-455-8733;5;S1;C
60dacd51ce63c444710e5eeba05f3d9e5967064131563ae7bfdb11a7c463bf0d;10025919;Vanstars;10025919;R3;1;G2;2;M1;816-455-8733;1;S16;C
d26c8be4d7aed357ee436dfe47a21cfd3426c07cf223046c508bfc1566a6a7ea;10017585;Ilog Shop;10017585;R3;1;G2;2;Não Informado;816-455-8733;4;S16;C
7127608d4a7332ab4ecc0db3479e63be56aa2018d302c50599576980a7926879;10023275;RFI Superstore;10023275;R3;1;G2;2;Não Informado;816-455-8733;1;S3;C
ed1ec03ded86e9b5e4551a3773d28f84fa43e7821f37723ab664c060b25ea5c7;10020446;NACSCORP Shop;10020446;R2;1;G2;2;Não Informado;816-455-8733;4;S5;C
323d666f7b96ae8272d995f7a70bc0c748ba5b59f373a7cafb13d2dd35a1484e;10014802;HBS Shop;10014802;R3;1;G1;1;M1;816-455-8733;5;S19;C
445bd818275807f2d35c0f6333468fb2eee9e89432185aa399f09f2acf81f2d9;10007536;Calypso Maxi Store;10007536;R2;1;G2;1;Não Informado;816-455-8733;5;S5;C
5019f9bda92f0a2edada360d1a630a24db1c2cd4f7ff87a5ca94c0f34ff87c99;10026532;Xediom Shop;10026532;R2;1;G2;2;Não Informado;816-455-8733;4;S5;C
a10cd5aec3a29de8974901c181c3f0574bfa133cc4ddb594b43be2bc9a31670a;10024524;Southam Supermarket;10024524;R2;1;G2;2;Não Informado;816-455-8733;4;S9;C
101a2d2dfa3d8c26dd5c083927242156217878561834384b28c4c52001f8322a;10010897;Edify Shop;10010897;R2;1;G2;2;Não Informado;816-455-8733;2;S2;C
ce58b20a7e98e55fa4be04832697a75a549a967bf974bdd705f92773db41830e;10025508;Unimedya Shop;10025508;R3;1;G3;1;Não Informado;816-455-8733;0;S5;C
e7e2d19839a7244c7e0b2ae8fdf24d0f0223e0a3a320fcb23b59baa4ddca3fe0;10019812;Lewis Supermarket;10019812;R2;1;G2;1;Não Informado;816-455-8733;5;S5;C
ed6490ba47f8d4942a005e4f3b7110e986aec565b9e172c4965087f6701045a8;10015325;Helius Shop;10015325;R2;1;G2;1;Não Informado;816-455-8733;5;S5;C
